att_metadataReference,has_keyword_hit,decision_type_label,case_caseCompanies,case_caseInitiationDate,case_caseLastDecisionDate,case_caseInstrument,case_caseNumber,case_caseRegulation,case_caseSimplified,case_caseTitle,dec_decisionAdoptionDate,dec_decisionNumber,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionTypes_code,dec_decisionTypes_label,dec_language,dec_metadataReference
M.6600-DEC46733-ATT125,false,Art. 6(1)(b),AAEC / ENTERO / BMC INVESTMENTS | PROJECT BOSTON II,2012-07-09,2012-08-03,Merger,M.6600,Council Regulation 139/2004,Normal procedure,AAEC / ENTERO / BMC INVESTMENTS,2012-08-03,46733,2012-10-03,DecisionType20310,Art. 6(1)(b),en,M.6600-DEC46733
M.6609-DEC46712-ATT102,false,Art. 6(1)(b),LAGARDÈRE / BOUYGUES / JV,2012-06-20,2012-07-23,Merger,M.6609,Council Regulation 139/2004,Simplified procedure,LAGARDÈRE / BOUYGUES / JV,2012-07-23,46712,2012-07-28,DecisionType20310,Art. 6(1)(b),en,M.6609-DEC46712
M.7939-DEC48653-ATT112,false,Art. 6(1)(b),HDI ASSICURAZIONI / CBA VITA / SELLA LIFE,2016-01-27,2016-02-19,Merger,M.7939,Council Regulation 139/2004,Simplified procedure,HDI ASSICURAZIONI / CBA VITA / SELLA LIFE,2016-02-19,48653,2016-02-26,DecisionType20310,Art. 6(1)(b),en,M.7939-DEC48653
M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155}-ATT2258,true,Art. 6(1)(b) with conditions & obligations,,2012-05-02,2018-04-30,Merger,M.6607,Council Regulation 139/2004,Normal,US AIRWAYS / AMERICAN AIRLINES,2013-08-05,C306C917-ECDB-46E5-9DDE-AE88BC1DD155,2013-09-27,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155}
M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155}-ATT2259,true,Art. 6(1)(b) with conditions & obligations,,2012-05-02,2018-04-30,Merger,M.6607,Council Regulation 139/2004,Normal,US AIRWAYS / AMERICAN AIRLINES,2013-08-05,C306C917-ECDB-46E5-9DDE-AE88BC1DD155,2013-09-27,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.6607-DEC{C306C917-ECDB-46E5-9DDE-AE88BC1DD155}
M.6607-DEC{D1CA3BC2-E3A2-4BEB-8168-A6AB28028EE4}-ATT2444,false,Decision on the implementation of remedies,,2012-05-02,2018-04-30,Merger,M.6607,Council Regulation 139/2004,Normal,US AIRWAYS / AMERICAN AIRLINES,2018-04-30,D1CA3BC2-E3A2-4BEB-8168-A6AB28028EE4,,DecisionType20730,Decision on the implementation of remedies,en,M.6607-DEC{D1CA3BC2-E3A2-4BEB-8168-A6AB28028EE4}
M.7938-DEC48674-ATT85,false,Art. 6(1)(b),CATTERTON / L COMPANIES,2016-02-04,2016-03-01,Merger,M.7938,Council Regulation 139/2004,Simplified procedure,CATTERTON / L COMPANIES,2016-03-01,48674,2016-03-05,DecisionType20310,Art. 6(1)(b),en,M.7938-DEC48674
M.6608-DEC46695-ATT90,false,Art. 6(1)(b),TEREOS / WILMAR / JV,2012-06-14,2012-07-11,Merger,M.6608,Council Regulation 139/2004,Simplified procedure,TEREOS / WILMAR / JV,2012-07-11,46695,2012-07-21,DecisionType20310,Art. 6(1)(b),en,M.6608-DEC46695
M.7940-DEC48667-ATT133,false,Art. 6(1)(a),NETTO / GROCERY STORE AT ARMITAGE AVENUE LITTLE HULTON,2016-01-22,2016-02-26,Merger,M.7940,Council Regulation 139/2004,Simplified procedure,NETTO / GROCERY STORE AT ARMITAGE AVENUE LITTLE HULTON,2016-02-26,48667,,DecisionType20300,Art. 6(1)(a),en,M.7940-DEC48667
M.7948-DEC48673-ATT86,false,Art. 6(1)(b),HAUPTGENOSSENSCHAFT NORD / ROTH AGRARHANDEL,2016-02-03,2016-03-01,Merger,M.7948,Council Regulation 139/2004,Simplified procedure,HAUPTGENOSSENSCHAFT NORD / ROTH AGRARHANDEL,2016-03-01,48673,2016-03-15,DecisionType20310,Art. 6(1)(b),en,M.7948-DEC48673
M.6616-DEC46703-ATT100,false,Art. 6(1)(b),LION CAPITAL / ALAIN AFFLELOU GROUP,2012-06-11,2012-07-16,Merger,M.6616,Council Regulation 139/2004,Simplified procedure,LION CAPITAL / ALAIN AFFLELOU GROUP,2012-07-16,46703,2012-07-21,DecisionType20310,Art. 6(1)(b),en,M.6616-DEC46703
M.7947-DEC48878-ATT233,false,Art. 6(1)(b),BANCO SANTANDER TOTTA / BANIF,2016-06-02,2016-07-07,Merger,M.7947,Council Regulation 139/2004,Normal procedure,BANCO SANTANDER TOTTA / BANIF,2016-07-07,48878,2016-08-12,DecisionType20310,Art. 6(1)(b),en,M.7947-DEC48878
M.6617-DEC46656-ATT133,false,Art. 6(1)(b),TRAFIGURA / BAYCLIFFE / BLUE OCEAN,2012-05-29,2012-06-25,Merger,M.6617,Council Regulation 139/2004,Simplified procedure,TRAFIGURA / BAYCLIFFE / BLUE OCEAN,2012-06-25,46656,2012-07-03,DecisionType20310,Art. 6(1)(b),en,M.6617-DEC46656
M.7946-DEC48892-ATT1121,false,Art. 6(1)(b),PAI / NESTLE / FRONERI,2016-06-10,2016-07-14,Merger,M.7946,Council Regulation 139/2004,Normal procedure,PAI / NESTLE / FRONERI,2016-07-14,48892,2016-08-23,DecisionType20310,Art. 6(1)(b),en,M.7946-DEC48892
M.6614-DEC46645-ATT80,false,Art. 6(1)(b),SAMSUNG ELECTRONICS / SAMSUNG MOBILE DISPLAY,2012-05-21,2012-06-19,Merger,M.6614,Council Regulation 139/2004,Simplified procedure,SAMSUNG ELECTRONICS / SAMSUNG MOBILE DISPLAY,2012-06-19,46645,2012-07-03,DecisionType20310,Art. 6(1)(b),en,M.6614-DEC46645
M.7945-DEC48676-ATT108,false,Art. 6(1)(b),UTC / RIELLO GROUP,2016-02-09,2016-03-02,Merger,M.7945,Council Regulation 139/2004,Simplified procedure,UTC / RIELLO GROUP,2016-03-02,48676,2016-03-09,DecisionType20310,Art. 6(1)(b),en,M.7945-DEC48676
M.6615-DEC46700-ATT144,false,Art. 6(1)(b),NUVIA / COOR / JV,2012-06-14,2012-07-12,Merger,M.6615,Council Regulation 139/2004,Simplified procedure,NUVIA / COOR / JV,2012-07-12,46700,2012-07-20,DecisionType20310,Art. 6(1)(b),en,M.6615-DEC46700
M.7944-DEC48831-ATT579,false,Art. 6(1)(b),CREDIT MUTUEL / GE CAPITAL'S FACTORING AND EQUIPMENT FINANCING BUSINESSES IN FRANCE AND GERMANY,2016-05-04,2016-06-14,Merger,M.7944,Council Regulation 139/2004,Normal procedure,CREDIT MUTUEL / GE CAPITAL'S FACTORING AND EQUIPMENT FINANCING BUSINESSES IN FRANCE AND GERMANY,2016-06-14,48831,,DecisionType20310,Art. 6(1)(b),en,M.7944-DEC48831
M.6612-DEC46639-ATT124,false,Art. 6(1)(b),VITOL / ATLAS / PETROPLUS MARKETING | VITOL / ATLASINVEST / PETROPLUS MARKETING,2012-05-21,2012-06-18,Merger,M.6612,Council Regulation 139/2004,Simplified procedure,VITOL / ATLASINVEST / PETROPLUS MARKETING,2012-06-18,46639,2012-06-27,DecisionType20310,Art. 6(1)(b),en,M.6612-DEC46639
M.7943-DEC48731-ATT202,false,Art. 6(1)(b),DOW / DCC,2016-03-23,2016-04-20,Merger,M.7943,Council Regulation 139/2004,Simplified procedure,DOW / DCC,2016-04-20,48731,2016-04-23,DecisionType20310,Art. 6(1)(b),en,M.7943-DEC48731
M.6613-DEC46801-ATT1147,false,Art. 6(1)(b),WATSON / ACTAVIS,2012-08-31,2012-10-05,Merger,M.6613,Council Regulation 139/2004,Normal procedure,WATSON / ACTAVIS,2012-10-05,46801,2013-06-26,DecisionType20310,Art. 6(1)(b),en,M.6613-DEC46801
M.6610-DEC46657-ATT89,false,Art. 6(1)(b),CVC / ALIX PARTNERS,2012-05-24,2012-06-25,Merger,M.6610,Council Regulation 139/2004,Simplified procedure,CVC / ALIX PARTNERS,2012-06-25,46657,2012-07-04,DecisionType20310,Art. 6(1)(b),en,M.6610-DEC46657
M.7941-DEC48775-ATT242,false,Art. 6(1)(b),SAINT-GOBAIN GLASS FRANCE / CORNING / JV,2016-04-06,2016-05-17,Merger,M.7941,Council Regulation 139/2004,Normal procedure,SAINT-GOBAIN GLASS FRANCE / CORNING / JV,2016-05-17,48775,2016-06-14,DecisionType20310,Art. 6(1)(b),en,M.7941-DEC48775
M.6611-DEC46791-ATT1436,false,Art. 6(1)(b) with conditions & obligations,ARLA FOODS / MILK LINK,2012-08-09,2012-09-27,Merger,M.6611,Council Regulation 139/2004,Normal procedure,ARLA FOODS / MILK LINK,2012-09-27,46791,2012-12-15,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.6611-DEC46791
M.6618-DEC46727-ATT80,false,Art. 6(1)(b),RAIFFEISEN BANK INTERNATIONAL / POLBANK EFG / RAIFFEISEN BANK POLSKA | RAIFFEISEN BANK INTERNATIONAL / RAIFFEISEN BANK POLSKA,2012-07-04,2012-07-30,Merger,M.6618,Council Regulation 139/2004,Simplified procedure,RAIFFEISEN BANK INTERNATIONAL / RAIFFEISEN BANK POLSKA,2012-07-30,46727,2012-08-21,DecisionType20310,Art. 6(1)(b),en,M.6618-DEC46727
M.7949-DEC48803-ATT400,false,Art. 6(1)(b),NORWEGIAN / SHIPHOLD / OSM AVIATION,2016-04-21,2016-05-31,Merger,M.7949,Council Regulation 139/2004,Normal procedure,NORWEGIAN / SHIPHOLD / OSM AVIATION,2016-05-31,48803,2016-07-08,DecisionType20310,Art. 6(1)(b),en,M.7949-DEC48803
M.6619-DEC46741-ATT89,false,Art. 6(1)(b),TSR RECYCLING / HKS SCRAP METALS,2012-07-17,2012-08-13,Merger,M.6619,Council Regulation 139/2004,Simplified procedure,TSR RECYCLING / HKS SCRAP METALS,2012-08-13,46741,2012-08-21,DecisionType20310,Art. 6(1)(b),en,M.6619-DEC46741
M.7951-DEC48741-ATT81,false,Art. 6(1)(b),SHIRE / BAXALTA,2016-04-01,2016-04-26,Merger,M.7951,Council Regulation 139/2004,Simplified procedure,SHIRE / BAXALTA,2016-04-26,48741,2016-04-30,DecisionType20310,Art. 6(1)(b),en,M.7951-DEC48741
M.7950-DEC48729-ATT229,false,Art. 6(1)(b),EGB / GP,2016-03-10,2016-04-19,Merger,M.7950,Council Regulation 139/2004,Normal procedure,EGB / GP,2016-04-19,48729,2016-05-27,DecisionType20310,Art. 6(1)(b),en,M.7950-DEC48729
M.6620-DEC46708-ATT134,false,Art. 6(1)(b),PLATINUM EQUITY / CATERPILLAR LOGISTICS SERVICES,2012-06-19,2012-07-19,Merger,M.6620,Council Regulation 139/2004,Simplified procedure,PLATINUM EQUITY / CATERPILLAR LOGISTICS SERVICES,2012-07-19,46708,2012-07-25,DecisionType20310,Art. 6(1)(b),en,M.6620-DEC46708
M.7838-DEC48562-ATT130,false,Art. 6(1)(b),DSV / UTi WORLDWIDE,2015-11-26,2015-12-22,Merger,M.7838,Council Regulation 139/2004,Simplified procedure,DSV / UTi WORLDWIDE,2015-12-22,48562,2016-01-07,DecisionType20310,Art. 6(1)(b),en,M.7838-DEC48562
M.6506-DEC46557-ATT350,false,Art. 6(1)(b),GROUPE AUCHAN / MAGYAR HIPERMARKET,2012-03-09,2012-04-18,Merger,M.6506,Council Regulation 139/2004,Normal procedure,GROUPE AUCHAN / MAGYAR HIPERMARKET,2012-04-18,46557,2012-07-10,DecisionType20310,Art. 6(1)(b),en,M.6506-DEC46557
M.7837-DEC48568-ATT115,false,Art. 6(1)(b),THE GOLDMAN SACHS GROUP / THE WELLCOME TRUST,2015-11-27,2015-12-22,Merger,M.7837,Council Regulation 139/2004,Simplified procedure,THE GOLDMAN SACHS GROUP / THE WELLCOME TRUST,2015-12-22,48568,2016-01-07,DecisionType20310,Art. 6(1)(b),en,M.7837-DEC48568
M.6507-DEC46508-ATT95,false,Art. 6(1)(b),ANGLO AMERICAN / DE BEERS,2012-02-07,2012-03-06,Merger,M.6507,Council Regulation 139/2004,Simplified procedure,ANGLO AMERICAN / DE BEERS,2012-03-06,46508,2012-03-09,DecisionType20310,Art. 6(1)(b),en,M.6507-DEC46508
M.7836-DEC48503-ATT112,false,Art. 6(1)(b),BANCO SANTANDER / PAI PARTNERS / GRUPO KONECTANET / KONECTA ACTIVOS INMOBILIARIOS | BANCO SANTANDER / PAI PARTNERS / GRUPO KONECTANET / KONECTA ACTIVOS INMOBILARIOS,2015-11-05,2015-11-27,Merger,M.7836,Council Regulation 139/2004,Simplified procedure,BANCO SANTANDER / PAI PARTNERS / GRUPO KONECTANET / KONECTA ACTIVOS INMOBILIARIOS,2015-11-27,48503,2015-12-05,DecisionType20310,Art. 6(1)(b),en,M.7836-DEC48503
M.6988-DEC47190-ATT116,false,Art. 6(1)(b),CKH / CKI / PAH / AVR,2013-07-12,2013-08-16,Merger,M.6988,Council Regulation 139/2004,Simplified procedure,CKH / CKI / PAH / AVR,2013-08-16,47190,2013-08-22,DecisionType20310,Art. 6(1)(b),en,M.6988-DEC47190
M.6504-DEC46558-ATT2180,false,Art. 6(1)(b),LINDE / AIR PRODUCTS HOMECARE,2012-02-24,2012-04-18,Merger,M.6504,Council Regulation 139/2004,Normal procedure,LINDE / AIR PRODUCTS HOMECARE,2012-04-18,46558,2012-05-23,DecisionType20310,Art. 6(1)(b),en,M.6504-DEC46558
M.7835-DEC48603-ATT97,false,Art. 6(1)(b),RANDSTAD / PROFFICE,2015-12-18,2016-01-22,Merger,M.7835,Council Regulation 139/2004,Simplified procedure,RANDSTAD / PROFFICE,2016-01-22,48603,2016-01-27,DecisionType20310,Art. 6(1)(b),en,M.7835-DEC48603
M.6989-DEC47210-ATT102,false,Art. 6(1)(b),PROJECT MARTINA | AQUALIA / MITSUI / SEVEROMORAVKSE VODOVODY A KANALIZACE OSTRAVA / AQUALIA INFRAESTRUCTURAS INZENYRING,2013-08-05,2013-09-02,Merger,M.6989,Council Regulation 139/2004,Simplified procedure,AQUALIA / MITSUI / SEVEROMORAVKSE VODOVODY A KANALIZACE OSTRAVA / AQUALIA INFRAESTRUCTURAS INZENYRING,2013-09-02,47210,2013-09-07,DecisionType20310,Art. 6(1)(b),en,M.6989-DEC47210
M.6505-DEC46528-ATT88,false,Art. 6(1)(b),STE / UTC / JV,2012-02-21,2012-03-22,Merger,M.6505,Council Regulation 139/2004,Simplified procedure,STE / UTC / JV,2012-03-22,46528,2012-03-27,DecisionType20310,Art. 6(1)(b),en,M.6505-DEC46528
M.7834-DEC48558-ATT88,false,Art. 6(1)(b),SUMITOMO CORPORATION / SUMITOMO MITSUI BANKING CORPORATION / PT SUMMIT OTO FINANCE / PT OTO MULTIARTHA,2015-11-26,2015-12-18,Merger,M.7834,Council Regulation 139/2004,Simplified procedure,SUMITOMO CORPORATION / SUMITOMO MITSUI BANKING CORPORATION / PT SUMMIT OTO FINANCE / PT OTO MULTIARTHA,2015-12-18,48558,2015-12-30,DecisionType20310,Art. 6(1)(b),en,M.7834-DEC48558
M.6986-DEC47179-ATT101,false,Art. 6(1)(b),BAIN CAPITAL / MAISONS DU MONDE,2013-07-04,2013-07-31,Merger,M.6986,Council Regulation 139/2004,Simplified procedure,BAIN CAPITAL / MAISONS DU MONDE,2013-07-31,47179,2013-08-07,DecisionType20310,Art. 6(1)(b),en,M.6986-DEC47179
M.6502-DEC46687-ATT187,false,Art. 22 Refusal of referral,LONDON STOCK EXCHANGE GROUP PLC / LCH CLEARNET GROUP LIMITED ,,2012-07-04,Merger,M.6502,Council Regulation 139/2004,Normal procedure,LONDON STOCK EXCHANGE GROUP PLC / LCH CLEARNET GROUP LIMITED ,2012-07-04,46687,,DecisionType201314,Art. 22 Refusal of referral,en,M.6502-DEC46687
M.6502-DEC46687-ATT188,false,Art. 22 Refusal of referral,LONDON STOCK EXCHANGE GROUP PLC / LCH CLEARNET GROUP LIMITED ,,2012-07-04,Merger,M.6502,Council Regulation 139/2004,Normal procedure,LONDON STOCK EXCHANGE GROUP PLC / LCH CLEARNET GROUP LIMITED ,2012-07-04,46687,,DecisionType201314,Art. 22 Refusal of referral,en,M.6502-DEC46687
M.6502-DEC46687-ATT189,false,Art. 22 Refusal of referral,LONDON STOCK EXCHANGE GROUP PLC / LCH CLEARNET GROUP LIMITED ,,2012-07-04,Merger,M.6502,Council Regulation 139/2004,Normal procedure,LONDON STOCK EXCHANGE GROUP PLC / LCH CLEARNET GROUP LIMITED ,2012-07-04,46687,,DecisionType201314,Art. 22 Refusal of referral,en,M.6502-DEC46687
M.7833-DEC48539-ATT192,false,Art. 6(1)(b),CDC INTERNATIONAL CAPITAL / MUBADALA DEVELOPMENT COMPANY / VIVALTO BEL / GROUP VIVALTO SANTE,2015-11-09,2015-12-14,Merger,M.7833,Council Regulation 139/2004,Normal procedure,CDC INTERNATIONAL CAPITAL / MUBADALA DEVELOPMENT COMPANY / VIVALTO BEL / GROUP VIVALTO SANTE,2015-12-14,48539,2016-01-30,DecisionType20310,Art. 6(1)(b),en,M.7833-DEC48539
M.6987-DEC47250-ATT144,false,Art. 6(1)(b),BP EUROPA / GRUPA LOTOS / LOTOS TANK,2013-09-16,2013-10-11,Merger,M.6987,Council Regulation 139/2004,Simplified procedure,BP EUROPA / GRUPA LOTOS / LOTOS TANK,2013-10-11,47250,2013-10-19,DecisionType20310,Art. 6(1)(b),en,M.6987-DEC47250
M.6503-DEC46684-ATT1274,false,Art. 6(1)(b) with conditions & obligations,LA POSTE / SWISS POST / JV,2012-05-11,2012-07-04,Merger,M.6503,Council Regulation 139/2004,Normal procedure,LA POSTE / SWISS POST / JV,2012-07-04,46684,2013-04-03,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.6503-DEC46684
M.7832-DEC48513-ATT85,false,Art. 6(1)(b),GUNVOR GROUP / KUWAIT PETROLEUM EUROPOORT,2015-11-06,2015-12-02,Merger,M.7832,Council Regulation 139/2004,Simplified procedure,GUNVOR GROUP / KUWAIT PETROLEUM EUROPOORT,2015-12-02,48513,2015-12-09,DecisionType20310,Art. 6(1)(b),en,M.7832-DEC48513
M.6984-DEC47298-ATT251,false,Art. 6(1)(b),EPH / STREDOSLOVENSKA ENERGETIKA,2013-10-16,2013-11-20,Merger,M.6984,Council Regulation 139/2004,Normal procedure,EPH / STREDOSLOVENSKA ENERGETIKA,2013-11-20,47298,2013-12-14,DecisionType20310,Art. 6(1)(b),en,M.6984-DEC47298
M.6500-DEC46515-ATT150,false,Art. 6(1)(b),RAVAGO / BARENTZ EUROPE / JV,2012-02-15,2012-03-16,Merger,M.6500,Council Regulation 139/2004,Simplified procedure,RAVAGO / BARENTZ EUROPE / JV,2012-03-16,46515,2012-03-22,DecisionType20310,Art. 6(1)(b),en,M.6500-DEC46515
M.6501-DEC46587-ATT116,false,Art. 6(1)(b),SCHOLZ AUSTRIA / ASALER FAMILIENHOLDING / RPE RECYCLINGPARK EISENERZ | SCHOLZ AUSTRIA / ASAMER FAMILIENHOLDING / RPE RECYCLINGPARK EISENERZ,2012-03-26,2012-05-02,Merger,M.6501,Council Regulation 139/2004,Simplified procedure,SCHOLZ AUSTRIA / ASAMER FAMILIENHOLDING / RPE RECYCLINGPARK EISENERZ,2012-05-02,46587,2012-05-08,DecisionType20310,Art. 6(1)(b),en,M.6501-DEC46587
M.6508-DEC46584-ATT156,false,Art. 6(1)(b),GIP / FLUXYS G / FLUXYS SWITZERLAND,2012-03-22,2012-04-27,Merger,M.6508,Council Regulation 139/2004,Simplified procedure,GIP / FLUXYS G / FLUXYS SWITZERLAND,2012-04-27,46584,2012-05-08,DecisionType20310,Art. 6(1)(b),en,M.6508-DEC46584
M.7839-DEC48549-ATT407,false,Art. 6(1)(b),OUTOKUMPU / HERNANDEZ EDELSTAHL,2015-11-16,2015-12-16,Merger,M.7839,Council Regulation 139/2004,Normal procedure,OUTOKUMPU / HERNANDEZ EDELSTAHL,2015-12-16,48549,2016-04-05,DecisionType20310,Art. 6(1)(b),en,M.7839-DEC48549
M.6509-DEC46506-ATT101,false,Art. 6(1)(b),GE / KGAL / EXTRESOL-2,2012-02-03,2012-03-01,Merger,M.6509,Council Regulation 139/2004,Simplified procedure,GE / KGAL / EXTRESOL-2,2012-03-01,46506,2012-03-08,DecisionType20310,Art. 6(1)(b),en,M.6509-DEC46506
M.7841-DEC48677-ATT93,false,Art. 6(1)(b),AVRIL POLE ANIMAL / TÖNNIES INTERNATIONAL HOLDING / JV,2016-02-10,2016-03-03,Merger,M.7841,Council Regulation 139/2004,Simplified procedure,AVRIL POLE ANIMAL / TÖNNIES INTERNATIONAL HOLDING / JV,2016-03-03,48677,2016-03-11,DecisionType20310,Art. 6(1)(b),en,M.7841-DEC48677
M.6993-DEC47256-ATT123,false,Art. 4(4) - Full referral,POINT P / WOLSELEY FRANCE (5 POINTS DE VENTE),,2013-10-18,Merger,M.6993,Council Regulation 139/2004,Normal procedure,POINT P / WOLSELEY FRANCE (5 POINTS DE VENTE),2013-10-18,47256,,DecisionType201220,Art. 4(4) - Full referral,en,M.6993-DEC47256
M.7840-DEC48512-ATT137,false,Art. 6(1)(b),LETTERONE HOLDINGS / E.ON E&P NORGE,2015-11-06,2015-12-02,Merger,M.7840,Council Regulation 139/2004,Simplified procedure,LETTERONE HOLDINGS / E.ON E&P NORGE,2015-12-02,48512,2015-12-08,DecisionType20310,Art. 6(1)(b),en,M.7840-DEC48512
M.6994-DEC47236-ATT75,false,Art. 6(1)(b),ARROW ELECTRONICS / CSS COMPUTER SECURITY SOLUTIONS HOLDING,2013-09-03,2013-10-02,Merger,M.6994,Council Regulation 139/2004,Simplified procedure,ARROW ELECTRONICS / CSS COMPUTER SECURITY SOLUTIONS HOLDING,2013-10-02,47236,2013-10-09,DecisionType20310,Art. 6(1)(b),en,M.6994-DEC47236
M.6510-DEC46539-ATT121,false,Art. 6(1)(b),REMONDIS / SORTIVA / STAM PAPIER RECYCLING,2012-03-05,2012-03-30,Merger,M.6510,Council Regulation 139/2004,Simplified procedure,REMONDIS / SORTIVA / STAM PAPIER RECYCLING,2012-03-30,46539,2012-04-12,DecisionType20310,Art. 6(1)(b),en,M.6510-DEC46539
M.6992-DEC{5D2D60C3-0A98-4347-9A0C-CA80120F7518}-ATT4946,false,Art. 8(2) with conditions & obligations,,2013-06-25,2014-05-28,Merger,M.6992,Council Regulation 139/2004,Normal,HUTCHISON 3G UK / TELEFONICA IRELAND,2014-05-28,5D2D60C3-0A98-4347-9A0C-CA80120F7518,2014-08-13,DecisionType20600,Art. 8(2) with conditions & obligations,en,M.6992-DEC{5D2D60C3-0A98-4347-9A0C-CA80120F7518}
M.6990-DEC47223-ATT571,false,Art. 6(1)(b),VODAFONE / KABEL DEUTSCHLAND,2013-08-16,2013-09-20,Merger,M.6990,Council Regulation 139/2004,Normal procedure,VODAFONE / KABEL DEUTSCHLAND,2013-09-20,47223,2013-10-23,DecisionType20310,Art. 6(1)(b),en,M.6990-DEC47223
M.7849-DEC48717-ATT386,false,Art. 6(1)(b),MOL HUNGARIAN OIL AND GAS / ENI HUNGARIA / ENI SLOVENIJA,2016-02-29,2016-04-07,Merger,M.7849,Council Regulation 139/2004,Normal procedure,MOL HUNGARIAN OIL AND GAS / ENI HUNGARIA / ENI SLOVENIJA,2016-04-07,48717,2016-06-29,DecisionType20310,Art. 6(1)(b),en,M.7849-DEC48717
M.6517-DEC46650-ATT223,false,Art. 6(1)(b),THE KLESCH GROUP / ARKEMA'S VINYL PRODUCTS BUSINESS | THE KLESCH GROUP / AMARANTE,2012-05-21,2012-06-20,Merger,M.6517,Council Regulation 139/2004,Simplified procedure,THE KLESCH GROUP / ARKEMA'S VINYL PRODUCTS BUSINESS,2012-06-20,46650,2012-06-27,DecisionType20310,Art. 6(1)(b),en,M.6517-DEC46650
M.7848-DEC48530-ATT89,false,Art. 6(1)(b),ATP / AXA / CLUB QUARTERS / CLEAVON,2015-11-13,2015-12-10,Merger,M.7848,Council Regulation 139/2004,Simplified procedure,ATP / AXA / CLUB QUARTERS / CLEAVON,2015-12-10,48530,2015-12-17,DecisionType20310,Art. 6(1)(b),en,M.7848-DEC48530
M.6518-DEC46590-ATT152,false,Art. 6(1)(b),ESB NM / BPAEL / HELIEX POWER LIMITED | PROJECT SCOTLAND,2012-04-02,2012-05-03,Merger,M.6518,Council Regulation 139/2004,Simplified procedure,ESB NM / BPAEL / HELIEX POWER LIMITED,2012-05-03,46590,2012-05-15,DecisionType20310,Art. 6(1)(b),en,M.6518-DEC46590
M.7847-DEC48525-ATT99,false,Art. 6(1)(b),EQT SERVICES / TOP-TOY | PROJECT COUSIN,2015-11-16,2015-12-08,Merger,M.7847,Council Regulation 139/2004,Simplified procedure,EQT SERVICES / TOP-TOY,2015-12-08,48525,2015-12-15,DecisionType20310,Art. 6(1)(b),en,M.7847-DEC48525
M.6999-DEC47197-ATT113,false,Art. 6(1)(b),SPIE / HSS,2013-07-25,2013-08-22,Merger,M.6999,Council Regulation 139/2004,Simplified procedure,SPIE / HSS,2013-08-22,47197,2013-08-29,DecisionType20310,Art. 6(1)(b),en,M.6999-DEC47197
M.6515-DEC46659-ATT344,false,Art. 6(1)(b),ARROW ELECTRONICS / ALTIMATE GROUP,2012-05-21,2012-06-25,Merger,M.6515,Council Regulation 139/2004,Normal procedure,ARROW ELECTRONICS / ALTIMATE GROUP,2012-06-25,46659,2012-07-19,DecisionType20310,Art. 6(1)(b),en,M.6515-DEC46659
M.6516-DEC46595-ATT150,false,Art. 6(1)(b),SUMITOMO MITSUI FINANCIAL GROUP / RBS AVIATION CAPITAL GROUP | SUMITOMO MITSUI FINANCIAL GROUP / SUMITOMO CORPORATION / RBS AVIATION CAPITAL GROUP,2012-04-04,2012-05-04,Merger,M.6516,Council Regulation 139/2004,Simplified procedure,SUMITOMO MITSUI FINANCIAL GROUP / RBS AVIATION CAPITAL GROUP,2012-05-04,46595,2012-05-15,DecisionType20310,Art. 6(1)(b),en,M.6516-DEC46595
M.7845-DEC48612-ATT104,false,Art. 6(1)(b),HCL TECHNOLOGIES SWEDEN / VOLVO IT,2016-01-04,2016-01-27,Merger,M.7845,Council Regulation 139/2004,Simplified procedure,HCL TECHNOLOGIES SWEDEN / VOLVO IT,2016-01-27,48612,2016-02-02,DecisionType20310,Art. 6(1)(b),en,M.7845-DEC48612
M.6997-DEC47198-ATT91,false,Art. 6(1)(b),TOWERBROOK CAPITAL / METALLUM,2013-07-25,2013-08-22,Merger,M.6997,Council Regulation 139/2004,Simplified procedure,TOWERBROOK CAPITAL / METALLUM,2013-08-22,47198,2013-09-05,DecisionType20310,Art. 6(1)(b),en,M.6997-DEC47198
M.6513-DEC46535-ATT137,false,Art. 6(1)(b),AVENANCE ITALY / GEMEAZ CUSIN,2012-02-22,2012-03-23,Merger,M.6513,Council Regulation 139/2004,Normal procedure,AVENANCE ITALY / GEMEAZ CUSIN,2012-03-23,46535,2012-04-26,DecisionType20310,Art. 6(1)(b),en,M.6513-DEC46535
M.7844-DEC48609-ATT75,false,Art. 6(1)(b),SUMITOMO / ACEK / JV | ACEK / SUMITOMO / JV,2015-12-22,2016-01-26,Merger,M.7844,Council Regulation 139/2004,Simplified procedure,ACEK / SUMITOMO / JV,2016-01-26,48609,2016-01-30,DecisionType20310,Art. 6(1)(b),en,M.7844-DEC48609
